Datetime,^GSPC
2024-11-04 17:35:00+00:00,5719.830078125
2024-11-04 17:36:00+00:00,5719.240234375
2024-11-04 17:37:00+00:00,5719.75
2024-11-04 17:38:00+00:00,5718.93017578125
2024-11-04 17:39:00+00:00,5718.1201171875
2024-11-04 17:40:00+00:00,5718.6298828125
2024-11-04 17:41:00+00:00,5717.4501953125
2024-11-04 17:42:00+00:00,5718.330078125
2024-11-04 17:43:00+00:00,5719.43017578125
2024-11-04 17:44:00+00:00,5719.3701171875
2024-11-04 17:45:00+00:00,5720.97998046875
2024-11-04 17:46:00+00:00,5720.81982421875
2024-11-04 17:47:00+00:00,5721.16015625
2024-11-04 17:48:00+00:00,5721.08984375
2024-11-04 17:49:00+00:00,5723.4501953125
2024-11-04 17:50:00+00:00,5723.22998046875
2024-11-04 17:51:00+00:00,5722.27001953125
2024-11-04 17:52:00+00:00,5723.2900390625
2024-11-04 17:53:00+00:00,5722.64013671875
2024-11-04 17:54:00+00:00,5723.0400390625
2024-11-04 17:55:00+00:00,5722.97998046875
2024-11-04 17:56:00+00:00,5723.259765625
2024-11-04 17:57:00+00:00,5722.66015625
2024-11-04 17:58:00+00:00,5722.85986328125
2024-11-04 17:59:00+00:00,5721.68017578125
2024-11-04 18:00:00+00:00,5723.39990234375
2024-11-04 18:01:00+00:00,5721.72998046875
2024-11-04 18:02:00+00:00,5720.66015625
2024-11-04 18:03:00+00:00,5719.52978515625
2024-11-04 18:04:00+00:00,5718.77978515625
2024-11-04 18:05:00+00:00,5719.41015625
2024-11-04 18:06:00+00:00,5715.93994140625
2024-11-04 18:07:00+00:00,5710.77978515625
2024-11-04 18:08:00+00:00,5710.35986328125
2024-11-04 18:09:00+00:00,5712.3701171875
2024-11-04 18:10:00+00:00,5715.169921875
2024-11-04 18:11:00+00:00,5714.6201171875
2024-11-04 18:12:00+00:00,5721.240234375
2024-11-04 18:13:00+00:00,5723.080078125
2024-11-04 18:14:00+00:00,5722.169921875
2024-11-04 18:15:00+00:00,5722.919921875
2024-11-04 18:16:00+00:00,5723.83984375
2024-11-04 18:17:00+00:00,5723.60986328125
2024-11-04 18:18:00+00:00,5723.02978515625
2024-11-04 18:19:00+00:00,5723.18994140625
2024-11-04 18:20:00+00:00,5722.7998046875
2024-11-04 18:21:00+00:00,5723.3798828125
2024-11-04 18:22:00+00:00,5724.2998046875
2024-11-04 18:23:00+00:00,5725.85009765625
2024-11-04 18:24:00+00:00,5725.64990234375
2024-11-04 18:25:00+00:00,5725.419921875
2024-11-04 18:26:00+00:00,5725.2998046875
2024-11-04 18:27:00+00:00,5725.0
2024-11-04 18:28:00+00:00,5722.0400390625
2024-11-04 18:29:00+00:00,5722.0400390625
